sleep_hours,parental_education_level,parental_education_binary,exam_score
5.3,Bachelor,high,82
8,Bachelor,high,100
8,Master,high,87
8.7,Master,high,79
8,Bachelor,high,100
9.5,High School,low,100
5.2,Master,high,99
6.4,Master,high,97
9.3,High School,low,92
8.1,High School,low,100
6.5,Master,high,86
6.4,Master,high,98
4,Bachelor,high,98
6,Master,high,75
5.2,Bachelor,high,100
6.8,Master,high,82
7.9,Master,high,80
6.1,High School,low,90
9.2,Bachelor,high,71
7.9,High School,low,78
7.8,Master,high,77
6.4,Bachelor,high,60
7.7,Master,high,90
7.8,Master,high,100
6.6,Master,high,100
6.8,Master,high,100
9.8,Master,high,95
7.5,Master,high,97
7.1,High School,low,67
10.4,Bachelor,high,98
8.2,High School,low,74
7.2,Bachelor,high,98
7.8,Master,high,83
9.1,Bachelor,high,82
7.5,Bachelor,high,89
6.6,Master,high,100
6.3,Bachelor,high,82
6.3,Bachelor,high,85
7.1,Master,high,100
6.2,Bachelor,high,91
7.2,Master,high,93
8.5,Master,high,100
6.2,Master,high,100
6.2,Master,high,100
6.6,Master,high,93
7.1,High School,low,92
6,Bachelor,high,56
8.7,Bachelor,high,66
7.6,Master,high,100
6.3,Master,high,68
7.8,Bachelor,high,67
8.1,Master,high,100
7.7,High School,low,100
9.2,Master,high,97
5.1,Bachelor,high,95
7.6,Bachelor,high,100
7.9,Master,high,79
7.3,High School,low,64
6.1,Master,high,100
6.3,High School,low,90
10.2,Bachelor,high,83
8.1,High School,low,96
7,Master,high,68
7.7,Bachelor,high,83
8.6,High School,low,85
6.3,Master,high,91
5.6,Master,high,100
7.4,Bachelor,high,89
5.9,High School,low,81
6.5,High School,low,70
6.8,Bachelor,high,91
7.9,Master,high,98
5.8,Bachelor,high,100
9.8,High School,low,86
7,High School,low,90
7,High School,low,100
5.3,High School,low,62
5.7,Master,high,86
4.8,Bachelor,high,100
5.2,Master,high,75
4.6,High School,low,91
8,Master,high,90
6.7,High School,low,100
7.3,High School,low,100
4.6,Master,high,100
8.4,Bachelor,high,96
7.6,Bachelor,high,97
8.4,High School,low,83
7.8,Bachelor,high,94
5.2,Bachelor,high,100
8.8,Master,high,100
8.6,Bachelor,high,100
6.9,Bachelor,high,100
6.2,High School,low,84
8.5,Bachelor,high,100
6.1,High School,low,87
4.4,Bachelor,high,66
5.4,High School,low,96
7.5,Master,high,70
8,Master,high,72
7.4,Bachelor,high,78
6.5,Master,high,95
8.4,Master,high,100
6.2,High School,low,96
6.4,High School,low,98
7.9,High School,low,86
6.4,Master,high,73
6.9,High School,low,98
4,Bachelor,high,48
7.3,Master,high,100
6.3,Bachelor,high,97
7.8,Bachelor,high,96
10.9,High School,low,94
7.1,High School,low,92
8.6,Master,high,100
7.9,High School,low,100
5.2,Master,high,91
9.2,Bachelor,high,89
8,Bachelor,high,100
8.1,High School,low,95
6.3,Bachelor,high,94
7.3,High School,low,100
7.9,Master,high,96
6.7,Bachelor,high,88
10.1,High School,low,96
9.2,Master,high,99
6.4,Bachelor,high,73
7.5,High School,low,93
6.8,Master,high,100
7.8,High School,low,91
5.8,Master,high,100
4,Master,high,64
7.1,High School,low,81
9.6,Bachelor,high,90
8,Master,high,87
7.9,High School,low,56
7.8,Bachelor,high,82
7.2,High School,low,81
7.3,Bachelor,high,83
7.8,Master,high,71
7.9,High School,low,97
10.9,Bachelor,high,100
7.4,Master,high,76
6.9,Bachelor,high,98
7.8,Master,high,97
7.7,Bachelor,high,98
6.3,Master,high,100
6.8,Master,high,100
8.8,Master,high,96
6.7,Master,high,97
6.1,Master,high,99
5.7,Master,high,99
6,High School,low,58
6.6,Master,high,82
6.2,Master,high,100
6.4,Master,high,100
5.7,High School,low,99
4.9,High School,low,95
8.3,Master,high,95
6.3,High School,low,99
6.7,High School,low,76
8.5,Bachelor,high,97
6.2,High School,low,90
9.5,High School,low,100
5.3,Bachelor,high,71
4.9,Bachelor,high,89
4.6,Master,high,80
5.4,Master,high,98
8.1,High School,low,61
4,Master,high,75
6.2,High School,low,100
6.4,High School,low,100
8.3,High School,low,91
8.2,Bachelor,high,91
7.9,Master,high,97
8.5,Bachelor,high,98
6.9,Master,high,96
8,Master,high,100
6.2,High School,low,94
8,Master,high,100
6.8,High School,low,100
6.5,Master,high,97
6.8,Master,high,89
9,High School,low,81
6.9,Bachelor,high,92
5.9,Master,high,74
7,Bachelor,high,76
7,Bachelor,high,90
6.8,Master,high,73
4,High School,low,100
6.4,Master,high,100
8.2,High School,low,83
6,High School,low,98
8.7,Master,high,100
10.1,Bachelor,high,100
10.6,High School,low,100
7.9,Bachelor,high,100
5.1,High School,low,81
6.3,High School,low,75
6,Master,high,96
7.8,High School,low,84
8.7,Bachelor,high,85
7.1,Master,high,84
6.1,Master,high,86
6.1,Bachelor,high,98
7.4,High School,low,97
5.9,Master,high,72
5.2,High School,low,90
7.6,High School,low,100
6.8,Master,high,100
6.6,Master,high,100
6.5,Bachelor,high,78
8,Bachelor,high,71
5.2,Master,high,100
9.1,Master,high,100
8.7,Master,high,100
6.3,Bachelor,high,96
9.1,Bachelor,high,100
6.6,High School,low,100
6.1,High School,low,100
7.2,High School,low,98
6.3,High School,low,96
6.7,Bachelor,high,61
6.9,Bachelor,high,100
5.9,High School,low,94
7.2,Bachelor,high,98
9.1,High School,low,100
8.3,High School,low,82
8.8,Bachelor,high,97
8.7,High School,low,100
5.8,Master,high,100
5.5,Bachelor,high,99
6.9,Master,high,80
6.1,Master,high,93
6.1,Bachelor,high,100
8.3,Master,high,93
7.3,Master,high,100
5.7,High School,low,100
4.4,Bachelor,high,64
5,High School,low,72
6.7,Master,high,91
7,Bachelor,high,96
7,High School,low,78
6.4,Bachelor,high,96
7.8,Bachelor,high,100
8.6,Master,high,100
7,High School,low,97
7.6,High School,low,100
4.7,Bachelor,high,69
6.7,Master,high,70
6.1,High School,low,53
8.7,High School,low,100
6.5,Master,high,92
8.8,Master,high,100
7.4,Bachelor,high,74
4.3,High School,low,93
6.1,High School,low,99
8.1,Master,high,93
8.5,High School,low,100
8.2,High School,low,96
5.8,High School,low,100
7.4,High School,low,100
8.8,High School,low,100
8.5,High School,low,65
7.7,Bachelor,high,100
7.3,Master,high,88
7.9,Bachelor,high,97
4.8,Bachelor,high,70
7.5,High School,low,98
9.6,High School,low,81
7,High School,low,100
6.8,Master,high,100
4.8,High School,low,87
6.5,High School,low,99
7.7,Bachelor,high,100
8,High School,low,95
8.2,Master,high,82
5.8,Bachelor,high,92
7.1,Master,high,95
6,High School,low,94
6.9,Master,high,100
8.6,Bachelor,high,95
9,High School,low,100
7.1,High School,low,77
6.9,Bachelor,high,100
6.3,Bachelor,high,100
6.4,High School,low,92
6.9,Bachelor,high,100
6,Bachelor,high,87
5.2,Bachelor,high,100
9,High School,low,60
5.6,Bachelor,high,100
7.3,Bachelor,high,99
8.6,Master,high,97
6.7,Master,high,93
5.7,Master,high,100
7,Bachelor,high,92
7.9,Master,high,84
8.6,Bachelor,high,73
6.5,Master,high,93
6.5,High School,low,80
10.1,Bachelor,high,85
8.8,Master,high,69
5.6,Master,high,77
7.6,High School,low,100
5.4,High School,low,71
5.8,Bachelor,high,83
8.8,Bachelor,high,100
6.4,Master,high,98
5.5,Bachelor,high,100
7.4,Master,high,94
8.5,Master,high,93
6.4,Master,high,98
6,Bachelor,high,81
9.8,Bachelor,high,76
7.6,Master,high,100
7.5,Bachelor,high,100
6.4,Bachelor,high,100
5.5,High School,low,72
6.4,Master,high,100
7.5,High School,low,100
7.2,Master,high,100
6.9,Bachelor,high,76
8.4,Bachelor,high,82
6.9,High School,low,57
7,Bachelor,high,99
7.7,Master,high,100
4.9,Master,high,84
7.2,Master,high,71
4.6,Master,high,100
10.2,Bachelor,high,98
6.1,High School,low,100
6.8,High School,low,77
6.7,Bachelor,high,92
7.9,Master,high,93
7.9,Bachelor,high,100
6.7,Master,high,91
5.5,Master,high,100
4.1,Master,high,100
6,Bachelor,high,76
5.8,Master,high,80
7.3,Master,high,95
8,Master,high,90
4,Bachelor,high,99
8.5,Master,high,66
7,High School,low,83
5.3,Master,high,100
7.5,High School,low,79
4,Master,high,70
7.1,High School,low,80
6,Bachelor,high,100
7.6,High School,low,90
8.2,Bachelor,high,87
5.2,Master,high,74
6.6,Bachelor,high,69
6.4,Master,high,66
8.9,Bachelor,high,66
6.8,Bachelor,high,92
9.1,Master,high,80
5.2,Bachelor,high,76
5.9,Bachelor,high,97
7.5,Bachelor,high,89
7.4,High School,low,97
8.1,Master,high,100
6.2,Master,high,100
4.6,Bachelor,high,88
7,Bachelor,high,95
8.1,Master,high,98
6,High School,low,96
9.2,Bachelor,high,82
7.2,High School,low,100
5.7,Master,high,84
8.3,Master,high,94
10.6,High School,low,99
7,Master,high,99
7,High School,low,99
7.3,Bachelor,high,80
6.9,Master,high,97
7.5,Master,high,100
9,Master,high,100
4.9,Master,high,100
4.3,High School,low,98
9.2,Master,high,68
4,Master,high,99
7.2,Master,high,63
9.4,Bachelor,high,100
4.3,Bachelor,high,98
6.4,Bachelor,high,89
7.2,Master,high,90
5.3,Bachelor,high,82
8.4,High School,low,88
5.7,Master,high,100
4.3,High School,low,85
6.5,Bachelor,high,100
7.8,Master,high,95
6.3,High School,low,100
6.7,Bachelor,high,100
4,High School,low,100
6.7,High School,low,100
7.5,Master,high,89
7.8,High School,low,88
7.7,Master,high,80
8,Bachelor,high,71
5.8,High School,low,74
6,Master,high,82
9.7,Master,high,98
4.5,Bachelor,high,80
8.3,High School,low,100
4.6,Master,high,95
8.5,High School,low,80
8,High School,low,100
7.2,High School,low,83
5.3,Bachelor,high,72
8.1,Master,high,91
6.8,Bachelor,high,100
5.7,High School,low,100
5.5,High School,low,80
8.5,Bachelor,high,96
6.3,High School,low,89
8.8,Master,high,95
6.6,High School,low,65
6.4,Bachelor,high,78
8.4,High School,low,100
7.5,High School,low,95
5.3,High School,low,82
7.3,High School,low,95
8.3,High School,low,67
6.3,Bachelor,high,87
7.3,High School,low,100
8.1,High School,low,95
7.8,High School,low,100
9.6,Bachelor,high,100
6.2,High School,low,66
6.9,Bachelor,high,93
7.8,Master,high,99
8.1,Master,high,99
7.7,Master,high,100
7,Bachelor,high,100
6,Master,high,100
4,Bachelor,high,74
6.8,High School,low,98
5.3,Bachelor,high,99
8.3,High School,low,84
7.4,Master,high,100
6.4,Bachelor,high,97
5.7,Bachelor,high,82
7.6,Master,high,77
6.1,High School,low,84
5.3,High School,low,100
6.4,Bachelor,high,81
6.6,Master,high,75
8.2,Bachelor,high,100
7,High School,low,100
4,High School,low,74
5.2,High School,low,97
6.7,High School,low,98
7.3,High School,low,78
7.4,Bachelor,high,89
8.5,Master,high,93
7.7,Bachelor,high,97
8.2,Master,high,82
7.9,Bachelor,high,100
5.9,High School,low,81
8.5,Bachelor,high,100
7.3,Master,high,97
8.6,Bachelor,high,85
6.6,Bachelor,high,97
8,High School,low,100
7.6,Master,high,89
4,Bachelor,high,79
8.6,High School,low,99
7.9,Master,high,83
6.6,Master,high,81
6,High School,low,100
7.7,Bachelor,high,83
6,Bachelor,high,80
7.3,High School,low,89
9.1,High School,low,88
6.5,High School,low,79
9.2,Master,high,68
8.2,Master,high,100
7.1,Bachelor,high,96
4.3,Master,high,93
9.8,Bachelor,high,100
7.1,Bachelor,high,98
6.1,Bachelor,high,100
7.9,High School,low,97
5.5,High School,low,100
5.8,Master,high,88
7.8,High School,low,100
8,Master,high,91
8.3,High School,low,98
6.6,High School,low,93
6.7,Bachelor,high,99
8.4,Master,high,91
8,Bachelor,high,100
7.6,Bachelor,high,98
8.2,Bachelor,high,100
11.3,Master,high,84
6.6,Master,high,70
6.1,Bachelor,high,68
4.9,Master,high,96
7.4,High School,low,100
6.5,Bachelor,high,100
7,High School,low,97
7.5,High School,low,94
4.4,Bachelor,high,100
5.1,Bachelor,high,87
8.2,High School,low,83
4,Master,high,98
7.5,High School,low,79
9,High School,low,92
7.3,High School,low,72
6.6,High School,low,95
8,Bachelor,high,100
6.8,Master,high,78
7.1,High School,low,96
5.7,High School,low,90
9.2,Master,high,90
5.8,High School,low,89
8.8,Bachelor,high,83
7,High School,low,100
6.9,Master,high,100
9.3,Master,high,100
8.7,Master,high,100
7,Master,high,91
9.7,Bachelor,high,79
9.1,High School,low,100
5.1,Bachelor,high,94
8.5,Master,high,100
6.3,High School,low,87
7.8,Master,high,100
5.7,Master,high,100
9.4,High School,low,94
6.2,High School,low,100
5.5,Bachelor,high,91
5,Master,high,68
6.8,Master,high,81
8,Bachelor,high,100
9.7,Bachelor,high,100
8.3,High School,low,60
6.1,Bachelor,high,84
6.2,Bachelor,high,69
7.3,High School,low,96
5.8,Master,high,100
5.3,High School,low,99
6.2,Master,high,88
9.5,Master,high,100
8.5,Bachelor,high,80
6.6,Bachelor,high,75
6.8,Master,high,91
5.6,High School,low,97
5.4,Bachelor,high,100
6.3,High School,low,72
8.7,Bachelor,high,73
6.9,Bachelor,high,63
7.3,High School,low,75
8.3,Master,high,56
7.2,Master,high,98
5.7,Master,high,91
10.1,Master,high,100
7.6,Master,high,99
6.7,Bachelor,high,90
6.2,Bachelor,high,100
10.4,Master,high,93
9,Master,high,93
5.2,Bachelor,high,56
7.8,Master,high,100
6,High School,low,100
7.2,Master,high,82
8.5,High School,low,90
4.4,High School,low,59
8.3,Bachelor,high,58
7.5,Bachelor,high,90
8.2,High School,low,77
5.4,High School,low,97
7.8,High School,low,100
7,Bachelor,high,83
8.3,Bachelor,high,75
9.1,High School,low,95
5.7,Master,high,63
10.6,Master,high,95
7.2,High School,low,92
7.6,Bachelor,high,100
7.2,High School,low,98
6.2,High School,low,98
5.9,Bachelor,high,87
6.3,Bachelor,high,80
8.8,High School,low,97
8.2,Bachelor,high,90
6.4,High School,low,100
8.3,Bachelor,high,95
6.8,High School,low,87
7.9,High School,low,77
9.7,High School,low,94
5.6,Master,high,70
4,High School,low,98
6.4,Bachelor,high,91
5.9,Master,high,100
9.2,Master,high,100
5.7,Master,high,94
6.2,Bachelor,high,91
4.5,Bachelor,high,93
7.6,Master,high,95
5.8,Bachelor,high,88
7.3,Master,high,69
6.1,Master,high,90
5.8,High School,low,100
10.2,Master,high,99
6.6,Master,high,69
5.5,High School,low,97
5.5,High School,low,61
8.1,High School,low,88
8.1,Master,high,100
7.1,High School,low,100
8.7,Master,high,98
7.6,Master,high,76
6.9,Bachelor,high,100
4.5,High School,low,79
4.3,High School,low,100
6.3,Master,high,80
5.7,Master,high,97
6,Bachelor,high,82
6,High School,low,100
7.4,High School,low,90
6.9,Master,high,91
9.1,Master,high,100
5.7,Master,high,86
6.6,Bachelor,high,94
7.2,High School,low,96
10.5,High School,low,89
6.3,Master,high,93
4.6,Bachelor,high,100
8,Bachelor,high,90
4,Master,high,93
5.4,High School,low,67
5.3,Master,high,81
7.9,High School,low,61
6.2,Master,high,100
10.6,High School,low,100
4.8,Bachelor,high,61
7.5,High School,low,94
7.9,Bachelor,high,74
6.9,Bachelor,high,92
4.2,Master,high,82
9.5,Master,high,90
6.6,Bachelor,high,95
5.7,Bachelor,high,100
7.6,Master,high,81
8.7,Master,high,93
5.7,High School,low,92
6.3,Bachelor,high,85
7.4,High School,low,86
7.4,Bachelor,high,100
7,High School,low,100
5.7,Bachelor,high,100
6.7,Bachelor,high,100
4,Bachelor,high,100
7,Bachelor,high,85
9.1,Master,high,87
5.9,Master,high,100
9.9,High School,low,100
8.6,Master,high,100
8.4,Bachelor,high,90
6.6,Bachelor,high,53
8,Master,high,79
4.3,Master,high,100
7.2,Master,high,93
7.7,High School,low,100
5.7,High School,low,100
8.4,High School,low,93
7.2,Master,high,94
6,Master,high,78
4.4,High School,low,82
8,High School,low,87
7.9,Bachelor,high,100
8.9,Master,high,100
7.4,Master,high,98
7.9,High School,low,100
7,Master,high,77
8.5,High School,low,88
6.9,Bachelor,high,99
4.1,Master,high,94
5.2,High School,low,66
5.4,Bachelor,high,66
7.9,Master,high,85
7.7,Master,high,68
5.1,Master,high,65
5.8,Master,high,100
8.5,Bachelor,high,96
7.8,High School,low,94
6.5,Bachelor,high,83
7.3,Master,high,68
6.2,Master,high,97
8.8,Master,high,100
6.8,Master,high,77
6.3,Bachelor,high,98
7.2,Master,high,100
7.5,Master,high,100
7.3,High School,low,88
4,Bachelor,high,100
6.8,Master,high,95
6.2,Bachelor,high,73
7.5,Bachelor,high,100
6.1,High School,low,100
5.3,Bachelor,high,61
6.6,Master,high,86
5.3,Bachelor,high,100
7.7,High School,low,64
6.6,Bachelor,high,86
7.6,Master,high,77
5.8,High School,low,92
5.6,High School,low,100
7.1,High School,low,99
6.1,Bachelor,high,96
8.6,Master,high,99
8.6,Master,high,80
7.9,Master,high,100
6.9,Master,high,80
7.5,Bachelor,high,73
6,High School,low,75
6.9,Bachelor,high,100
6.1,High School,low,84
7.8,High School,low,100
6.5,Master,high,82
7.7,High School,low,89
6.2,High School,low,81
7,Bachelor,high,100
5.4,Master,high,85
8.2,Bachelor,high,85
8.2,High School,low,100
6.5,High School,low,93
5.9,Bachelor,high,100
8.1,High School,low,81
6.1,High School,low,87
7,High School,low,100
7.3,High School,low,76
6,Master,high,75
6.3,Master,high,78
7.7,Master,high,99
8.3,High School,low,84
7,Bachelor,high,83
5.7,Master,high,100
5.7,High School,low,51
6.8,Bachelor,high,81
4.7,Master,high,71
6.1,Master,high,100
6.6,Bachelor,high,100
8.8,High School,low,69
9.3,High School,low,75
7.7,Bachelor,high,100
7.1,Master,high,96
8.2,High School,low,80
9.3,High School,low,93
9.2,High School,low,93
6.9,High School,low,78
8.1,High School,low,100
10.5,Master,high,100
4,Bachelor,high,98
7.3,High School,low,100
6.6,High School,low,84
4,High School,low,100
5.7,Bachelor,high,69
6.5,High School,low,100
6.4,Bachelor,high,60
6.4,Master,high,81
4.4,Bachelor,high,65
9.7,Bachelor,high,100
6.4,Master,high,100
7.5,Bachelor,high,100
8.7,Master,high,100
6.2,High School,low,100
6.4,Bachelor,high,70
4.5,Master,high,98
8.1,High School,low,97
6.4,High School,low,89
8.3,High School,low,98
8,Bachelor,high,94
6.3,Bachelor,high,95
10.9,High School,low,88
4.4,High School,low,68
5.7,Bachelor,high,73
5.7,Master,high,65
6.9,Master,high,82
6.6,High School,low,65
9.1,Master,high,100
7.7,Master,high,100
8.5,Bachelor,high,64
6.4,Bachelor,high,100
6.2,High School,low,100
5.9,Bachelor,high,67
5.7,Master,high,100
7.8,High School,low,83
4.1,Bachelor,high,100
7.3,Bachelor,high,91
5,High School,low,94
7.7,Bachelor,high,100
8.2,Master,high,70
7.1,Bachelor,high,89
8.2,High School,low,98
7,Master,high,94
5.8,High School,low,63
9.5,High School,low,99
9,High School,low,99
5.7,Master,high,94
8.7,Bachelor,high,85
6.7,Bachelor,high,100
6.7,High School,low,79
7,Bachelor,high,64
6,High School,low,52
8.8,High School,low,85
7.5,Bachelor,high,80
9.1,Bachelor,high,82
6.8,Bachelor,high,100
4.8,Master,high,65
6.5,High School,low,100
7.1,High School,low,80
5.2,High School,low,93
7.8,High School,low,99
5.6,High School,low,93
5,Master,high,72
9.6,Bachelor,high,99
7.7,Bachelor,high,100
7,Master,high,96
6.4,High School,low,97
7,Master,high,100
11,Master,high,86
7,Master,high,100
5.9,Master,high,69
5.1,Bachelor,high,96
8.2,High School,low,73
7.4,Master,high,91
7.8,Master,high,100
4.8,Bachelor,high,69
6.6,Master,high,81
5.2,Master,high,80
9.8,Bachelor,high,80
8,Master,high,74
8.7,High School,low,67
8,High School,low,84
6,Bachelor,high,100
7.1,Bachelor,high,90
8.5,High School,low,100
5.4,Master,high,78
9.1,Master,high,98
5.1,Bachelor,high,100
5.7,Bachelor,high,74
5.9,Master,high,100
6.7,High School,low,82
5.8,High School,low,93
4,Master,high,83
7.6,High School,low,87
5.7,High School,low,79
7.3,Bachelor,high,74
4.6,Master,high,88
8.8,High School,low,84
7.1,Master,high,79
6.1,Master,high,91
5.6,Master,high,100
8.1,High School,low,74
5.6,High School,low,89
4.7,Master,high,91
9.4,High School,low,78
8,High School,low,97
7.4,High School,low,97
7.8,Bachelor,high,96
6.3,Master,high,100
6.7,Master,high,93
6.9,Master,high,87
5.5,Bachelor,high,95
8,High School,low,91
6,Bachelor,high,88
8.6,Bachelor,high,100
9,Bachelor,high,100
5.8,High School,low,90
7.9,Master,high,100
7.5,Bachelor,high,80
6.4,Master,high,97
8.6,Master,high,99
4.8,Master,high,100
4.6,High School,low,100
10,Bachelor,high,80
4.3,Bachelor,high,100
9.7,Master,high,100
6.2,High School,low,78
7.2,Master,high,85
6.1,High School,low,84
7.2,Bachelor,high,97
7.6,High School,low,91
6.5,High School,low,64
6,Master,high,81
7.7,Bachelor,high,97
5.7,Bachelor,high,87
5.8,High School,low,98
6.3,High School,low,84
6,Master,high,68
9.8,Bachelor,high,88
7.4,High School,low,98
8.5,High School,low,73
5.6,Bachelor,high,70
7.4,Master,high,88
9.1,High School,low,77
8,High School,low,97
4,Bachelor,high,94
5.7,Master,high,94
7.4,High School,low,96
8,Master,high,100
6.2,Bachelor,high,100
9.2,Bachelor,high,99
4,High School,low,69
9.3,Bachelor,high,90
9.2,High School,low,96
7.1,High School,low,100
5.9,High School,low,100
8.3,Master,high,92
5.9,Bachelor,high,99
7.5,Bachelor,high,78
7.5,Bachelor,high,92
7.1,Bachelor,high,98
6.2,High School,low,100
4.7,Bachelor,high,100
6.3,Bachelor,high,98
8.4,Bachelor,high,99
6,High School,low,100
8.1,Bachelor,high,100
8.4,Bachelor,high,89
4,Master,high,92
4.4,Bachelor,high,99
10.4,Master,high,100
8.5,High School,low,100
5.4,Master,high,60
8.2,Bachelor,high,79
6.2,High School,low,92
7.6,Master,high,96
5.7,High School,low,85
9.2,Master,high,100
8.9,Bachelor,high,97
7.4,Master,high,71
6.6,Bachelor,high,100
7.4,Master,high,98
5.2,High School,low,100
7.3,Master,high,56
9.9,High School,low,91
6.8,Master,high,93
8,Master,high,84
7.8,Bachelor,high,100
5.3,High School,low,100
